daily_rate,hotel_type,is_canceled,days_in_advance,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
197,City Hotel,yes,5,2016,April,17,23,0,1,3,1,0,0,0,0,E,G,0,No Deposit,0,0,Canceled,2016-04-23
173.19,City Hotel,yes,80,2016,April,18,24,2,2,2,2,0,0,0,0,F,F,1,No Deposit,0,0,Canceled,2016-02-09
111.6,City Hotel,yes,36,2016,April,18,29,0,1,1,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-04-19
126.9,City Hotel,yes,37,2016,April,18,29,2,2,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-04-07
116.1,City Hotel,yes,53,2016,April,18,30,0,1,1,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-04-14
172,City Hotel,yes,22,2016,April,18,30,1,1,3,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-04-15
140.4,City Hotel,yes,36,2016,April,18,30,2,2,1,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-04-11
135.9,City Hotel,yes,38,2016,May,19,7,1,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-04-10
119.85,City Hotel,yes,49,2016,May,19,7,2,5,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-03-20
135.15,City Hotel,yes,68,2016,May,19,7,2,4,2,1,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-03-02
132.6,City Hotel,yes,65,2016,May,20,9,1,3,1,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-05-05
159.3,City Hotel,yes,38,2016,May,20,10,0,3,3,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-04-30
113.05,City Hotel,yes,130,2016,May,20,12,1,3,2,0,0,0,0,0,D,D,0,No Deposit,0,1,Canceled,2016-02-11
116.1,City Hotel,yes,39,2016,May,20,12,1,3,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-04-03
121.5,City Hotel,no,129,2016,May,20,13,1,2,1,0,0,0,0,0,D,D,0,No Deposit,0,1,Check-Out,2016-05-16
104.5,City Hotel,yes,116,2016,May,21,18,0,1,2,0,0,0,0,0,A,A,1,No Deposit,0,0,Canceled,2016-01-23
116.1,City Hotel,yes,81,2016,May,21,19,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-04-21
132.72,City Hotel,yes,29,2016,May,21,20,2,3,2,0,0,0,0,0,D,D,0,No Deposit,0,1,Canceled,2016-04-21
156,City Hotel,yes,23,2016,May,21,21,1,1,1,0,0,0,0,0,D,D,1,No Deposit,0,0,Canceled,2016-05-05
116.1,City Hotel,yes,76,2016,May,22,22,1,0,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-05-11
123.25,City Hotel,no,169,2016,May,22,25,0,4,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Check-Out,2016-05-29
123.25,City Hotel,no,169,2016,May,22,25,0,4,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Check-Out,2016-05-29
118.15,City Hotel,yes,144,2016,May,22,27,2,2,2,0,0,0,0,0,D,D,1,No Deposit,0,1,Canceled,2016-01-12
177.65,City Hotel,yes,144,2016,May,22,27,2,2,2,2,0,0,0,0,F,F,1,No Deposit,0,1,Canceled,2016-01-12
177.65,City Hotel,yes,144,2016,May,22,27,2,2,2,2,0,0,0,0,F,F,1,No Deposit,0,1,Canceled,2016-01-12
143.1,City Hotel,yes,110,2016,June,23,3,0,1,2,1,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-05-12
131.4,City Hotel,yes,37,2016,June,23,4,1,1,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-05-12
110.7,City Hotel,yes,31,2016,June,24,8,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,1,No-Show,2016-06-08
191.7,City Hotel,yes,32,2016,June,24,8,0,4,2,2,0,0,0,0,F,F,0,No Deposit,0,0,Canceled,2016-05-30
221,City Hotel,yes,16,2016,June,24,11,0,1,2,2,0,0,0,0,F,F,0,No Deposit,0,0,Canceled,2016-05-28
129.2,City Hotel,yes,53,2016,June,25,12,1,0,2,0,0,0,0,0,D,D,0,No Deposit,0,1,Canceled,2016-05-09
189.9,City Hotel,yes,154,2016,June,25,12,2,1,2,2,0,0,0,0,F,F,2,No Deposit,0,0,Canceled,2016-01-11
189.9,City Hotel,yes,153,2016,June,25,12,2,1,2,2,0,0,0,0,F,F,2,No Deposit,0,0,Canceled,2016-01-18
178.2,City Hotel,yes,146,2016,June,25,12,2,1,2,2,0,0,0,0,F,F,0,No Deposit,0,3,Canceled,2016-05-09
103.22,City Hotel,yes,160,2016,June,25,12,2,2,2,0,0,0,0,0,B,B,1,No Deposit,0,1,Canceled,2016-01-11
103.21,City Hotel,yes,159,2016,June,25,12,2,2,2,0,0,0,0,0,B,B,0,No Deposit,0,0,Canceled,2016-01-11
140.4,City Hotel,yes,120,2016,June,25,13,1,0,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-05-12
147,City Hotel,yes,28,2016,June,26,21,0,1,3,0,0,0,0,0,D,D,0,No Deposit,0,2,No-Show,2016-06-21
126,City Hotel,yes,28,2016,June,26,21,0,1,2,0,0,0,0,0,D,D,0,No Deposit,0,1,No-Show,2016-06-21
115.32,City Hotel,yes,37,2016,June,27,26,2,1,2,1,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-05-27
101.1,City Hotel,yes,59,2016,June,27,27,1,2,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-06-18
101.1,City Hotel,yes,59,2016,June,27,27,1,2,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-06-18
80.75,City Hotel,yes,129,2016,June,27,27,1,4,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Canceled,2016-03-13
143.7,City Hotel,yes,89,2016,June,27,27,1,5,3,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-03-31
114.3,City Hotel,yes,90,2016,June,27,28,1,5,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-03-31
126.86,City Hotel,yes,123,2016,June,27,28,2,6,3,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-02-29
101.83,City Hotel,no,206,2016,June,27,30,1,3,2,0,0,0,0,0,E,E,0,No Deposit,0,0,Check-Out,2016-07-04
138.55,City Hotel,yes,113,2016,July,27,1,2,6,3,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-05-24
103.5,City Hotel,yes,81,2016,July,28,3,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Canceled,2016-06-30
103.5,City Hotel,yes,101,2016,July,28,3,2,5,1,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-05-20
116.45,City Hotel,yes,2,2016,July,28,4,1,0,2,0,0,0,0,0,A,A,1,No Deposit,0,0,Canceled,2016-07-03
145,City Hotel,yes,23,2016,July,28,5,0,2,1,0,0,0,0,0,A,A,0,No Deposit,0,0,No-Show,2016-07-05
145,City Hotel,yes,11,2016,July,28,5,2,6,1,0,0,0,0,0,A,A,0,No Deposit,0,0,No-Show,2016-07-05
187,City Hotel,yes,24,2016,July,28,7,1,3,2,0,0,0,0,0,E,E,0,No Deposit,0,0,Canceled,2016-07-05
99.52,City Hotel,yes,10,2016,July,28,9,0,1,2,0,0,0,0,0,D,D,2,No Deposit,0,0,No-Show,2016-07-09
103.5,City Hotel,yes,113,2016,July,29,10,1,0,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-03-28
73.12,City Hotel,yes,126,2016,July,29,11,1,2,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-07-11
140.7,City Hotel,yes,128,2016,July,29,11,1,2,3,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-03-05
120.6,City Hotel,yes,60,2016,July,29,11,1,4,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-06-13
105.3,City Hotel,yes,60,2016,July,29,12,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-05-17
177.3,City Hotel,yes,92,2016,July,29,14,0,2,2,2,0,0,0,0,F,F,0,No Deposit,0,0,Canceled,2016-04-14
94.5,City Hotel,yes,99,2016,July,29,16,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Canceled,2016-07-11
94.5,City Hotel,yes,134,2016,July,30,17,1,0,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Canceled,2016-07-08
121.5,City Hotel,yes,68,2016,July,31,24,2,1,2,1,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-05-24
164.25,City Hotel,yes,131,2016,July,31,25,1,1,1,1,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-06-26
94.5,City Hotel,yes,61,2016,July,31,26,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-06-15
109,City Hotel,yes,0,2016,August,32,1,1,0,2,0,0,0,0,0,A,A,0,No Deposit,0,1,No-Show,2016-08-01
144.45,City Hotel,yes,119,2016,August,32,5,2,2,1,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-04-17
145.41,City Hotel,yes,116,2016,August,32,5,2,5,3,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-04-18
168.3,City Hotel,yes,34,2016,August,33,10,0,1,3,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-07-09
149.4,City Hotel,yes,34,2016,August,33,10,0,1,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-07-09
103.5,City Hotel,yes,151,2016,August,33,13,1,1,2,0,0,0,0,0,A,A,1,No Deposit,0,0,Canceled,2016-03-25
114.3,City Hotel,yes,143,2016,August,33,13,1,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-03-24
103.5,City Hotel,yes,151,2016,August,33,13,1,1,2,0,0,0,0,0,A,A,1,No Deposit,0,0,Canceled,2016-03-25
114.3,City Hotel,yes,143,2016,August,33,13,1,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-03-24
137.7,City Hotel,yes,125,2016,August,34,20,1,1,3,0,0,0,0,0,D,D,0,No Deposit,0,1,Canceled,2016-08-16
131.4,City Hotel,yes,94,2016,August,35,24,0,4,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-07-20
125.1,City Hotel,yes,54,2016,August,35,26,0,1,2,0,0,0,0,0,A,B,1,No Deposit,0,0,Canceled,2016-08-25
128.7,City Hotel,yes,127,2016,August,35,26,0,2,3,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-06-26
150.3,City Hotel,yes,105,2016,August,35,26,1,2,3,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-06-05
131.4,City Hotel,yes,105,2016,August,35,26,1,2,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-06-05
96.3,City Hotel,yes,176,2016,August,35,27,1,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-03-20
150.9,City Hotel,yes,52,2016,August,35,27,2,1,3,0,0,0,0,0,D,D,0,No Deposit,0,1,Canceled,2016-08-14
159.3,City Hotel,yes,84,2016,August,36,28,2,1,3,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-07-30
99,City Hotel,yes,50,2016,September,36,2,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-07-16
108.9,City Hotel,yes,193,2016,September,36,3,0,1,2,0,0,0,0,0,A,A,1,No Deposit,0,1,Canceled,2016-05-28
130.15,City Hotel,yes,29,2016,September,37,4,2,0,2,0,0,0,0,0,D,D,0,No Deposit,0,1,Canceled,2016-09-01
154,City Hotel,yes,12,2016,September,37,4,2,0,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-08-23
96.23,City Hotel,yes,62,2016,September,37,4,2,2,2,0,0,0,0,0,B,B,1,No Deposit,0,0,Canceled,2016-07-04
96.23,City Hotel,yes,62,2016,September,37,4,2,2,0,2,0,0,0,0,B,B,0,No Deposit,0,0,Canceled,2016-07-04
89.17,City Hotel,yes,243,2016,September,37,4,4,6,1,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-01-05
154,City Hotel,yes,11,2016,September,37,5,1,1,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-08-26
115.5,City Hotel,yes,49,2016,September,37,5,1,2,1,0,0,0,0,0,D,D,0,No Deposit,0,1,Canceled,2016-08-25
87.3,City Hotel,yes,57,2016,September,37,7,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,3,No-Show,2016-09-07
106.2,City Hotel,yes,25,2016,September,37,9,0,1,2,0,0,0,0,0,A,B,1,No Deposit,0,0,Canceled,2016-08-31
106.2,City Hotel,yes,25,2016,September,37,9,0,1,1,0,0,0,0,0,A,B,1,No Deposit,0,0,Canceled,2016-08-31
125.1,City Hotel,yes,56,2016,September,38,11,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-07-17
125.1,City Hotel,yes,61,2016,September,38,12,1,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-07-27
116.1,City Hotel,yes,198,2016,September,38,15,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,3,Canceled,2016-08-21
116.1,City Hotel,yes,205,2016,September,38,15,0,1,2,0,0,0,0,0,A,A,3,No Deposit,0,0,Canceled,2016-03-17
169,City Hotel,yes,2,2016,September,38,16,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-09-16
159,City Hotel,yes,5,2016,September,38,17,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Canceled,2016-09-13
122.83,City Hotel,yes,255,2016,September,39,20,0,4,2,0,0,0,0,0,D,D,4,No Deposit,0,0,Canceled,2016-02-20
184,City Hotel,yes,14,2016,September,39,22,0,1,1,0,0,0,0,0,D,D,0,No Deposit,0,2,Canceled,2016-09-15
184,City Hotel,yes,14,2016,September,39,22,0,1,1,0,0,0,0,0,D,D,0,No Deposit,0,2,Canceled,2016-09-15
184,City Hotel,yes,14,2016,September,39,22,0,1,1,0,0,0,0,0,D,D,0,No Deposit,0,2,Canceled,2016-09-15
149,City Hotel,yes,12,2016,September,40,25,2,0,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-09-17
149,City Hotel,yes,13,2016,September,40,25,2,0,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-09-13
149.4,City Hotel,yes,44,2016,September,40,25,2,1,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-08-13
2,City Hotel,yes,253,2016,September,40,26,1,2,1,0,0,0,0,0,A,A,1,No Deposit,0,0,Canceled,2016-01-18
2,City Hotel,yes,253,2016,September,40,26,1,2,1,0,0,0,0,0,A,A,1,No Deposit,0,0,Canceled,2016-01-18
115.2,City Hotel,no,274,2016,September,40,27,0,2,2,0,0,0,0,0,D,D,0,No Deposit,0,1,Check-Out,2016-09-29
0,City Hotel,yes,2,2016,September,40,28,0,1,2,0,0,0,0,0,A,A,1,No Deposit,0,1,Canceled,2016-09-26
127,City Hotel,yes,47,2016,October,41,2,2,0,1,0,0,0,0,0,A,A,0,No Deposit,0,1,Canceled,2016-08-19
134,City Hotel,yes,39,2016,October,41,2,2,0,1,0,0,0,0,0,A,A,1,No Deposit,0,1,Canceled,2016-09-19
147,City Hotel,yes,26,2016,October,41,2,2,1,1,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-09-08
147,City Hotel,yes,26,2016,October,41,2,2,1,1,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-09-10
114.3,City Hotel,yes,31,2016,October,41,2,2,1,1,0,0,0,0,0,A,A,0,No Deposit,0,1,Canceled,2016-09-04
108,City Hotel,yes,122,2016,October,41,4,0,1,2,0,0,0,0,0,A,E,0,No Deposit,0,1,No-Show,2016-10-04
122.4,City Hotel,yes,196,2016,October,41,8,1,1,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-08-16
98.1,City Hotel,yes,205,2016,October,41,8,1,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-03-26
151.5,City Hotel,yes,35,2016,October,42,11,0,3,2,0,0,0,0,0,D,D,0,No Deposit,0,1,Canceled,2016-09-09
187.2,City Hotel,yes,99,2016,October,42,12,0,4,2,0,0,0,0,0,F,F,0,No Deposit,0,0,Canceled,2016-07-06
176.8,City Hotel,yes,97,2016,October,42,12,1,4,2,0,0,0,0,0,F,F,3,No Deposit,0,0,No-Show,2016-10-12
128.7,City Hotel,yes,59,2016,October,42,13,0,3,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-10-10
139.5,City Hotel,yes,54,2016,October,42,13,0,3,2,0,0,0,0,0,D,D,0,No Deposit,0,3,Canceled,2016-10-03
161.33,City Hotel,yes,32,2016,October,42,15,2,1,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-09-14
118.8,City Hotel,yes,103,2016,October,43,17,1,4,2,0,0,0,0,0,A,A,0,No Deposit,0,3,Canceled,2016-10-13
112.67,City Hotel,yes,46,2016,October,44,25,0,3,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Canceled,2016-09-15
186.22,City Hotel,yes,30,2016,November,45,2,4,9,1,2,0,0,0,0,F,F,0,No Deposit,0,0,Canceled,2016-10-29
186.22,City Hotel,yes,30,2016,November,45,2,4,9,1,2,0,0,0,0,F,F,0,No Deposit,0,1,Canceled,2016-10-29
186.22,City Hotel,yes,30,2016,November,45,2,4,9,1,2,0,0,0,0,F,F,0,No Deposit,0,1,Canceled,2016-10-29
155.5,City Hotel,yes,74,2016,November,45,4,2,6,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-09-01
79.2,City Hotel,yes,76,2016,November,46,6,1,0,2,0,0,0,0,0,A,A,0,No Deposit,0,2,Canceled,2016-10-31
220,City Hotel,yes,68,2016,November,46,7,1,3,1,0,0,0,0,0,E,E,2,No Deposit,0,2,No-Show,2016-11-07
216,City Hotel,yes,109,2016,November,46,8,0,4,1,0,0,0,0,0,E,E,0,No Deposit,0,1,Canceled,2016-08-01
178.75,City Hotel,yes,17,2016,November,46,9,0,4,2,0,0,0,0,0,E,E,0,No Deposit,0,0,Canceled,2016-10-24
166.67,City Hotel,yes,28,2016,November,46,11,1,2,3,0,0,0,0,0,D,D,0,No Deposit,0,0,No-Show,2016-11-11
77.71,City Hotel,yes,20,2016,November,46,11,2,5,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-10-24
85.27,City Hotel,yes,131,2016,November,47,13,2,4,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Canceled,2016-09-06
74.8,City Hotel,yes,49,2016,November,47,19,2,5,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-10-03
74.8,City Hotel,yes,37,2016,December,49,2,2,2,2,0,0,0,0,0,A,A,0,No Deposit,0,1,No-Show,2016-12-02
74.8,City Hotel,yes,37,2016,December,49,2,2,2,2,0,0,0,0,0,A,A,0,No Deposit,0,1,No-Show,2016-12-02
87.41,City Hotel,yes,31,2016,December,50,4,5,10,1,0,0,0,0,0,A,D,0,No Deposit,0,2,No-Show,2016-12-04
71.25,City Hotel,yes,0,2016,December,50,9,4,7,2,0,0,0,0,0,A,A,0,No Deposit,0,0,No-Show,2016-12-09
79.2,City Hotel,yes,58,2016,December,51,12,1,0,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-10-15
74.8,City Hotel,yes,18,2016,December,51,17,2,2,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-12-07
119,City Hotel,yes,88,2016,December,51,17,2,5,3,0,0,0,0,0,D,D,2,No Deposit,0,1,Canceled,2016-12-16
104.55,City Hotel,yes,220,2016,December,52,21,1,4,3,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-07-20
79.2,City Hotel,yes,84,2016,December,52,22,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-12-16
122,City Hotel,yes,84,2016,December,52,22,0,1,2,1,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-12-16
119,City Hotel,yes,89,2016,December,52,22,2,3,3,0,0,0,0,0,D,D,0,No Deposit,0,1,Canceled,2016-09-29
74.8,City Hotel,yes,89,2016,December,52,22,2,3,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Canceled,2016-09-29
119,City Hotel,yes,94,2016,December,52,23,2,2,3,0,0,0,0,0,D,D,0,No Deposit,0,1,Canceled,2016-09-26
119,City Hotel,yes,94,2016,December,52,23,2,2,3,0,0,0,0,0,D,D,0,No Deposit,0,1,Canceled,2016-09-26
88,City Hotel,yes,20,2016,December,53,25,2,0,2,0,0,0,0,0,A,A,0,No Deposit,0,2,Canceled,2016-12-08
69.09,City Hotel,yes,223,2016,December,53,26,2,5,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-05-18
69.09,City Hotel,yes,223,2016,December,53,26,2,5,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-05-18
95.56,City Hotel,yes,237,2016,December,53,28,2,5,2,0,0,0,0,0,A,A,1,No Deposit,0,0,Canceled,2016-06-13
80.26,City Hotel,yes,237,2016,December,53,28,2,5,2,1,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-06-13
148.26,City Hotel,yes,237,2016,December,53,28,2,5,2,2,0,0,0,0,F,F,1,No Deposit,0,0,Canceled,2016-06-13
96,City Hotel,yes,28,2017,January,1,4,0,1,1,0,0,0,0,0,A,A,0,No Deposit,0,3,Canceled,2016-12-07
74.8,City Hotel,yes,195,2017,January,1,4,0,4,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-11-21
86.4,City Hotel,yes,75,2017,January,1,7,1,1,1,0,0,0,0,0,A,A,0,No Deposit,0,1,Canceled,2016-11-03
114.28,City Hotel,yes,12,2017,January,2,14,2,6,3,0,0,0,0,0,E,E,0,No Deposit,0,2,Canceled,2017-01-04
95.16,City Hotel,yes,21,2017,January,3,16,1,5,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2017-01-06
99.24,City Hotel,yes,22,2017,January,3,16,1,5,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-12-26
88,City Hotel,yes,69,2017,January,4,25,0,2,2,0,0,0,0,0,A,A,3,No Deposit,0,0,Canceled,2016-12-30
120.33,City Hotel,yes,30,2017,January,4,28,2,1,2,1,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2017-01-02
93.6,City Hotel,yes,65,2017,February,5,2,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Canceled,2017-01-09
160,City Hotel,yes,28,2017,February,6,10,1,2,3,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2017-01-18
88.4,City Hotel,yes,76,2017,February,7,16,1,3,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-12-28
100.3,City Hotel,yes,32,2017,February,8,24,2,4,1,0,0,0,0,0,D,D,0,No Deposit,0,1,Canceled,2017-02-07
100.3,City Hotel,yes,29,2017,March,9,3,2,2,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2017-02-16
79.2,City Hotel,yes,58,2017,March,10,5,2,0,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2017-01-07
91.8,City Hotel,yes,82,2017,March,10,5,2,4,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2017-02-24
97.2,City Hotel,yes,104,2017,March,10,10,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2017-02-24
152,City Hotel,yes,6,2017,March,10,10,2,3,1,0,0,0,0,0,E,E,0,No Deposit,0,0,Canceled,2017-03-08
198,City Hotel,yes,45,2017,March,10,11,1,1,2,2,0,0,0,0,F,F,0,No Deposit,0,0,Canceled,2017-01-26
121.33,City Hotel,yes,15,2017,March,10,11,2,1,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2017-02-25
100.3,City Hotel,yes,43,2017,March,10,11,2,3,2,0,0,0,0,0,D,D,0,No Deposit,0,1,Canceled,2017-01-28
97.2,City Hotel,yes,45,2017,March,11,16,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2017-02-07
160.2,City Hotel,yes,72,2017,March,11,17,0,1,2,2,0,0,0,0,F,G,0,No Deposit,0,0,Canceled,2017-03-17
106.2,City Hotel,yes,110,2017,March,11,18,1,1,2,0,0,0,0,0,D,D,2,No Deposit,0,2,Canceled,2017-03-17
127.93,City Hotel,yes,28,2017,March,12,21,0,4,3,0,0,0,0,0,E,E,0,No Deposit,0,1,Canceled,2017-03-15
200,City Hotel,yes,20,2017,March,12,22,1,4,2,2,0,0,0,0,F,F,0,No Deposit,0,0,Canceled,2017-03-10
198,City Hotel,yes,31,2017,March,12,25,1,1,2,2,0,0,0,0,F,F,0,No Deposit,0,0,Canceled,2017-02-22
79.2,City Hotel,yes,112,2017,March,13,26,1,0,2,0,0,0,0,0,A,A,0,No Deposit,0,2,Canceled,2017-02-18
79.64,City Hotel,yes,106,2017,March,13,28,0,5,2,0,0,0,0,0,A,A,0,No Deposit,0,2,Canceled,2017-01-03
88.2,City Hotel,yes,52,2017,March,13,30,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2017-03-05
99,City Hotel,yes,208,2017,April,13,1,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,2,Canceled,2016-10-03
117,City Hotel,yes,169,2017,April,14,3,1,4,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2016-12-03
136.13,City Hotel,yes,111,2017,April,14,8,2,6,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-12-26
108,City Hotel,yes,52,2017,April,15,9,2,0,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2017-03-27
108,City Hotel,yes,52,2017,April,15,9,2,0,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2017-03-27
166,City Hotel,yes,202,2017,April,15,9,2,1,3,0,0,0,0,0,D,D,0,No Deposit,0,0,Canceled,2016-09-19
229,City Hotel,yes,202,2017,April,15,9,2,1,2,2,0,0,0,0,B,B,0,No Deposit,0,0,Canceled,2016-09-19
117,City Hotel,yes,55,2017,April,15,9,2,3,1,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2017-04-04
115,City Hotel,yes,10,2017,April,15,10,1,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Canceled,2017-04-04
138.33,City Hotel,yes,11,2017,April,15,14,1,2,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2017-04-06
230,City Hotel,yes,60,2017,April,15,15,0,1,2,2,0,0,0,0,F,F,1,No Deposit,0,0,Canceled,2017-03-12
155,City Hotel,yes,4,2017,April,15,15,1,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2017-04-14
99,City Hotel,yes,196,2017,April,16,16,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Canceled,2016-12-12
129,City Hotel,yes,34,2017,April,16,17,1,1,1,0,0,0,0,0,A,A,0,No Deposit,0,0,Canceled,2017-03-22
